System               | Instance             | Version    | Date       | Server    
precise_ports        | precise_ports_14_s   | 8.0.2.0    | 2014-01-29 | PD-SD02    | ISEapps    | DR        
precise_ports        | precise_ports_15_p   | 8.0.2.0    | 2014-01-29 | PD-SD02    | ISEapps    | DR        
precise_ports        | precise_ports_15_s   | 8.0.2.0    | 2014-01-29 | PD-SD02    | ISEapps    | DR        
precise_ports        | precise_ports_16_p   | 8.0.2.0    | 2014-01-29 | PD-SD02    | ISEapps    | DR        
precise_ports        | precise_ports_16_s   | 8.0.2.0    | 2014-01-29 | PD-SD02    | ISEapps    | DR        
precise_ports        | precise_ports_17_p   | 8.0.2.0    | 2014-01-29 | PD-SD02    | ISEapps    | DR        
precise_ports        | precise_ports_17_s   | 8.0.2.0    | 2014-01-29 | PD-SD02    | ISEapps    | DR        
precise_ports        | precise_ports_18_p   | 8.0.2.0    | 2014-01-29 | PD-SD02    | ISEapps    | DR        
precise_ports        | precise_ports_18_s   | 8.0.2.0    | 2014-01-29 | PD-SD02    | ISEapps    | DR        
precise_ports        | precise_ports_19_p   | 8.0.2.0    | 2014-01-29 | PD-SD02    | ISEapps    | DR        
precise_ports        | precise_ports_19_s   | 8.0.2.0    | 2014-01-29 | PD-SD02    | ISEapps    | DR        
precise_ports        | precise_ports_20_p   | 8.0.2.0    | 2014-01-29 | PD-SD02    | ISEapps    | DR        
precise_ports        | precise_ports_20_s   | 8.0.2.0    | 2014-01-29 | PD-SD02    | ISEapps    | DR        
precise_ports        | precise_ports_01_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_01_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_02_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_02_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_03_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_03_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_04_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_04_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_05_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_05_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_06_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_06_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_07_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_07_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_08_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_08_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_09_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_09_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_10_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_10_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_11_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_11_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_12_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_12_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_13_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_13_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_14_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_14_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_15_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_15_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_16_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_16_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_17_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_17_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_18_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_18_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_19_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_19_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_20_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
precise_ports        | precise_ports_20_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | DR        
lor                  | LOR_01               | 1.0.0.37   | 2014-01-29 | PD-SR01    | ISEapps    | DR        
lor                  | LOR_51               | 1.0.0.37   | 2014-01-29 | PD-SR01    | ISEapps    | DR        
sor                  | SOR_01               | 3.1.0.5    | 2014-01-29 | PD-SR01    | ISEapps    | DR        
sor                  | SOR_02               | 3.1.0.5    | 2014-01-29 | PD-SR01    | ISEapps    | DR        
sor                  | SOR_51               | 3.1.0.5    | 2014-01-29 | PD-SR01    | ISEapps    | DR        
rtp_stm              | Streamer_01          | 2.8.0.0    | 2014-01-29 | PD-STM01C  | ISEapps    | DR        
rtp_stm              | Streamer_02          | 2.8.0.0    | 2014-01-29 | PD-STM01C  | ISEapps    | DR        
rtp_stm              | Streamer_03          | 2.8.0.0    | 2014-01-29 | PD-STM01C  | ISEapps    | DR        
rtp_stm              | Streamer_04          | 2.8.0.0    | 2014-01-29 | PD-STM01C  | ISEapps    | DR        
rtp_stm              | Streamer_05          | 2.8.0.0    | 2014-01-29 | PD-STM01C  | ISEapps    | DR        
rtp_stm              | Streamer_51          | 2.8.0.0    | 2014-01-29 | PD-STM01C  | ISEapps    | DR        
rtp_stm              | Streamer_52          | 2.8.0.0    | 2014-01-29 | PD-STM01C  | ISEapps    | DR        
occtr                | OCCTR_01p            | 2.1.3.0    | 2014-01-29 | PD-TR01    | ISEapps    | DR        
occtr                | OCCTR_51p            | 2.1.3.0    | 2014-01-29 | PD-TR01    | ISEapps    | DR        
ttuc                 | TTUC                 | 2.1.0.0    | 2014-01-29 | PD-TR01    | ISEapps    | DR        
ttuc                 | TTUC_Gemini          | 2.1.0.0    | 2014-01-29 | PD-TR01    | ISEapps    | DR        
core                 | ActiveMQ             | 008.000.050 | 2013-12-20 | pd-amq01   | core       | DR        
core                 | Matcher              | 008.000.050 | 2013-12-20 | pd-me03a   | core       | DR        
core                 | AuditTrail           | 008.000.050 | 2013-12-20 | pd-at03    | core       | DR        
core                 | AuditTrail           | 008.000.050 | 2013-12-20 | pd-at04    | core       | DR        
core                 | AuditTrail           | 008.000.050 | 2013-12-20 | pd-at05    | core       | DR        
core                 | CrossDB              | 008.000.050 | 2013-12-20 | pd-cdb01a  | core       | DR        
core                 | CrossDB              | 008.000.050 | 2013-12-20 | pd-cdb01b  | core       | DR        
core                 | PerfMon              | 008.000.050 | 2013-12-20 | pd-cpm01   | core       | DR        
core                 | PerfMon              | 008.000.050 | 2013-12-20 | pd-cpm02   | core       | DR        
core                 | MarketData           | 008.000.050 | 2013-12-20 | pd-dd03a   | core       | DR        
core                 | MarketData           | 008.000.050 | 2013-12-20 | pd-dd04a   | core       | DR        
core                 | MarketData           | 008.000.050 | 2013-12-20 | pd-dd05a   | core       | DR        
core                 | InboundFeedInterface | 006.000.070 | 2013-05-24 | pd-efi01   | core       | DR        
core                 | InboundFeedInterface | 006.000.070 | 2013-05-24 | pd-efi03   | core       | DR        
core                 | InboundFeedInterface | 006.000.070 | 2013-05-24 | pd-efi04   | core       | DR        
core                 | Other                | 006.001.020 | 2013-07-09 | pd-ifi02   | core       | DR        
core                 | Other                | 006.000.070 | 2013-05-24 | pd-ifi04   | core       | DR        
core                 | CentralRsysLog       | 008.000.050 | 2013-12-20 | pd-log01   | core       | DR        
core                 | Matcher              | 008.000.050 | 2013-12-20 | pd-me04a   | core       | DR        
core                 | Matcher              | 008.000.040 | 2013-12-12 | pd-me05a   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw01   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw02   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw03   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw04   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw08   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw09   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw10   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw11   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw12   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw13   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw14   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw15   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw16   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw17   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw18   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw19   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw20   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw21   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw22   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw23   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw24   | core       | DR        
core                 | Gateway              | 008.000.050 | 2013-12-20 | pd-mgw30   | core       | DR        
core                 | OutboundFeedInterface | 007.000.075 | 2013-10-31 | pd-ofi01   | core       | DR        
core                 | OutboundFeedInterface | 008.000.050 | 2013-12-20 | pd-ofi02   | core       | DR        
core                 | OutboundFeedInterface | 008.000.050 | 2013-12-20 | pd-ofi03   | core       | DR        
core                 | OutboundFeedInterface | 008.000.050 | 2013-12-20 | pd-ofi04   | core       | DR        
core                 | OutboundFeedInterface | 008.000.050 | 2013-12-20 | pd-ofi05   | core       | DR        
core                 | OutboundFeedInterface | 008.000.050 | 2013-12-20 | pd-ofi06   | core       | DR        
core                 | OutboundFeedInterface | 008.000.050 | 2013-12-20 | pd-ofi07   | core       | DR        
core                 | OutboundFeedInterface | 008.000.050 | 2013-12-20 | pd-ofi08   | core       | DR        
core                 | Pope                 | 008.000.050 | 2013-12-20 | pd-pp03a   | core       | DR        
core                 | Pope                 | 008.000.050 | 2013-12-20 | pd-pp04a   | core       | DR        
core                 | Pope                 | 008.000.050 | 2013-12-20 | pd-pp05a   | core       | DR        
core                 | SystemControler      | 008.000.050 | 2013-12-20 | pd-sc01    | core       | DR        
