System               | Instance             | Version    | Date       | Server    
precise_ports        | precise_ports_09_s   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_10_p   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_10_s   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_11_p   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_11_s   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_12_p   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_12_s   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_13_p   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_13_s   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_14_p   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_14_s   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_15_p   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_15_s   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_16_p   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_16_s   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_17_p   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_17_s   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_18_p   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_18_s   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_19_p   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_19_s   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_20_p   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_20_s   | 8.0.2.0    | 2014-01-29 | PD-SD03    | ISEapps    | BAT       
precise_ports        | precise_ports_01_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_01_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_02_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_02_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_03_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_03_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_04_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_04_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_05_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_05_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_06_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_06_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_07_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_07_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_08_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_08_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_09_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_09_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_10_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_10_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_11_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_11_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_12_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_12_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_13_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_13_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_14_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_14_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_15_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_15_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_16_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_16_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_17_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_17_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_18_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_18_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_19_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_19_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_20_p   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
precise_ports        | precise_ports_20_s   | 8.0.2.0    | 2014-01-29 | PD-SD04    | ISEapps    | BAT       
lor                  | LOR_01               | 1.0.0.37   | 2014-01-29 | PD-SR01    | ISEapps    | BAT       
lor                  | LOR_51               | 1.0.0.37   | 2014-01-29 | PD-SR01    | ISEapps    | BAT       
sor                  | SOR_01               | 3.1.0.5    | 2014-01-29 | PD-SR01    | ISEapps    | BAT       
sor                  | SOR_02               | 3.1.0.5    | 2014-01-29 | PD-SR01    | ISEapps    | BAT       
sor                  | SOR_51               | 3.1.0.5    | 2014-01-29 | PD-SR01    | ISEapps    | BAT       
rtp_stm              | Streamer_01          | 2.8.0.0    | 2014-01-29 | PD-STM01C  | ISEapps    | BAT       
rtp_stm              | Streamer_02          | 2.8.0.0    | 2014-01-29 | PD-STM01C  | ISEapps    | BAT       
rtp_stm              | Streamer_03          | 2.8.0.0    | 2014-01-29 | PD-STM01C  | ISEapps    | BAT       
rtp_stm              | Streamer_04          | 2.8.0.0    | 2014-01-29 | PD-STM01C  | ISEapps    | BAT       
rtp_stm              | Streamer_05          | 2.8.0.0    | 2014-01-29 | PD-STM01C  | ISEapps    | BAT       
rtp_stm              | Streamer_51          | 2.8.0.0    | 2014-01-29 | PD-STM01C  | ISEapps    | BAT       
rtp_stm              | Streamer_52          | 2.8.0.0    | 2014-01-29 | PD-STM01C  | ISEapps    | BAT       
occtr                | OCCTR_01p            | 2.1.3.0    | 2014-01-29 | PD-TR01    | ISEapps    | BAT       
occtr                | OCCTR_51p            | 2.1.3.0    | 2014-01-29 | PD-TR01    | ISEapps    | BAT       
ttuc                 | TTUC                 | 2.1.0.0    | 2014-01-29 | PD-TR01    | ISEapps    | BAT       
ttuc                 | TTUC_Gemini          | 2.1.0.0    | 2014-01-29 | PD-TR01    | ISEapps    | BAT       
core                 | Other                | 008.000.080 | 2014-01-28 | tc-bat101  | core       | BAT       
core                 | Other                | 008.000.080 | 2014-01-28 | tc-bat102  | core       | BAT       
core                 | Other                | 008.000.060 | 2014-01-03 | tc-bat201  | core       | BAT       
core                 | Other                | 008.000.060 | 2014-01-03 | tc-bat202  | core       | BAT       
