System               | Instance             | Version    | Date       | Server    
core                 | MarketData           | 008.000.090 | 2014-02-14 | pc-dd57a   | core       | PROD      
core                 | MarketData           | 008.000.090 | 2014-02-14 | pc-dd57b   | core       | PROD      
core                 | MarketData           | 008.000.090 | 2014-02-14 | pc-dd58a   | core       | PROD      
core                 | MarketData           | 008.000.090 | 2014-02-14 | pc-dd58b   | core       | PROD      
core                 | InboundFeedInterface | 008.000.090 | 2014-02-14 | pc-efi01   | core       | PROD      
core                 | InboundFeedInterface | 008.000.090 | 2014-02-14 | pc-efi02   | core       | PROD      
core                 | InboundFeedInterface | 008.000.090 | 2014-02-14 | pc-efi03   | core       | PROD      
core                 | InboundFeedInterface | 008.000.090 | 2014-02-14 | pc-efi04   | core       | PROD      
core                 | InboundFeedInterface | 008.000.090 | 2014-02-14 | pc-efi05   | core       | PROD      
core                 | InboundFeedInterface | 008.000.090 | 2014-02-14 | pc-efi06   | core       | PROD      
core                 | CentralRsysLog       | 008.000.090 | 2014-02-14 | pc-log01   | core       | PROD      
core                 | InboundFeedInterface | 008.000.090 | 2014-02-14 | pc-efi08   | core       | PROD      
core                 | InboundFeedInterface | 008.000.090 | 2014-02-14 | pc-efi09   | core       | PROD      
core                 | CentralRsysLog       | 008.000.090 | 2014-02-14 | pc-log02   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me01b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me02b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me03b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me04b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me05b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me06b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me07b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me08b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me09b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me10b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me51b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me52b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me53b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me54b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me55b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me57b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me56b   | core       | PROD      
core                 | Matcher              | 008.000.090 | 2014-02-14 | pc-me58b   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw01   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw02   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw03   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw04   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw09   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw10   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw11   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw12   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw13   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw14   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw15   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw151  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw152  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw155  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw156  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw16   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw17   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw18   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw19   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw20   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw200  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw201  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw202  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw203  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw21   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw22   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw23   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw24   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw252  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw25   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw251  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw253  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw254  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw255  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw256  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw257  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw258  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw259  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw26   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw27   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw28   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw30   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw31   | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw351  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw352  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw353  | core       | PROD      
core                 | Gateway              | 008.000.090 | 2014-02-14 | pc-mgw354  | core       | PROD      
core                 | OutboundFeedInterface | 008.000.090 | 2014-02-14 | pc-ofi01   | core       | PROD      
core                 | OutboundFeedInterface | 008.000.090 | 2014-02-14 | pc-ofi02   | core       | PROD      
core                 | OutboundFeedInterface | 008.000.090 | 2014-02-14 | pc-ofi03   | core       | PROD      
core                 | OutboundFeedInterface | 008.000.090 | 2014-02-14 | pc-ofi04   | core       | PROD      
core                 | OutboundFeedInterface | 008.000.090 | 2014-02-14 | pc-ofi05   | core       | PROD      
core                 | OutboundFeedInterface | 008.000.090 | 2014-02-14 | pc-ofi06   | core       | PROD      
core                 | OutboundFeedInterface | 008.000.090 | 2014-02-14 | pc-ofi07   | core       | PROD      
core                 | OutboundFeedInterface | 008.000.090 | 2014-02-14 | pc-ofi08   | core       | PROD      
core                 | OutboundFeedInterface | 008.000.090 | 2014-02-14 | pc-ofi09   | core       | PROD      
core                 | OutboundFeedInterface | 008.000.090 | 2014-02-14 | pc-ofi10   | core       | PROD      
core                 | OutboundFeedInterface | 008.000.090 | 2014-02-14 | pc-ofi11   | core       | PROD      
core                 | PerfMon              | 008.000.090 | 2014-02-14 | pc-pmw01   | core       | PROD      
core                 | PerfMon              | 008.000.090 | 2014-02-14 | pc-pmw02   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp01a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp02b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp01b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp02a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp03a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp03b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp04a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp04b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp05a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp05b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp06a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp06b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp07a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp07b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp08a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp08b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp09a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp09b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp10a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp10b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp51a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp51b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp52a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp52b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp53a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp53b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp54a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp54b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp55a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp55b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp56a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp56b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp57a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp57b   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp58a   | core       | PROD      
core                 | Pope                 | 008.000.090 | 2014-02-14 | pc-pp58b   | core       | PROD      
core                 | SystemControler      | 008.000.090 | 2014-02-14 | pc-sc03    | core       | PROD      
core                 | SystemControler      | 008.000.090 | 2014-02-14 | pc-sc01    | core       | PROD      
core                 | SystemControler      | 008.000.090 | 2014-02-14 | pc-sc02    | core       | PROD      
core                 | SystemControler      | 008.000.090 | 2014-02-14 | pc-sc04    | core       | PROD      
